Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Volume_NVDA,Open_NDX,High_NDX,Low_NDX,Close_NDX,Volume_NDX,Open_SPX,High_SPX,Low_SPX,Close_SPX,Volume_SPX,Open_VIX,High_VIX,Low_VIX,Close_VIX
2003-07-02,0.183895,0.186423,0.179303,0.181827,923362973,1223.19,1245.78,1223.06,1245.75,321836207.0,982.32,993.78,982.32,993.75,844055556.0,19.03,19.03,19.03,19.03
2003-07-03,0.177465,0.184345,0.177235,0.179752,458952184,1233.4,1250.62,1228.4,1231.34,162915517.0,993.75,995.0,983.34,985.7,431055556.0,19.39,19.39,19.39,19.39
2003-07-07,0.182056,0.192393,0.182056,0.191463,907410169,1250.03,1282.31,1250.03,1281.89,316617241.0,985.7,1005.56,985.7,1004.42,793944444.0,20.06,20.06,20.06,20.06
2003-07-08,0.186183,0.191923,0.185733,0.189397,657231154,1275.79,1298.93,1272.29,1298.37,348015517.0,1004.42,1008.92,998.73,1007.84,869833333.0,19.48,19.48,19.48,19.48
2003-07-09,0.189167,0.196737,0.188937,0.19375,823607951,1294.58,1307.03,1285.42,1295.16,364417241.0,1007.84,1010.43,998.17,1002.21,898888889.0,18.93,18.93,18.93,18.93
2003-07-10,0.187561,0.190085,0.182516,0.185733,704214662,1280.44,1286.02,1260.76,1268.65,298931034.0,1002.21,1002.21,983.63,988.7,814277778.0,19.19,19.19,19.19,19.19
2003-07-11,0.18802,0.189167,0.185045,0.186651,539736795,1273.94,1285.85,1271.76,1280.57,261531034.0,988.7,1000.86,988.7,998.14,673722222.0,18.47,18.47,18.47,18.47
2003-07-14,0.191463,0.192613,0.184345,0.185265,760492331,1301.19,1316.42,1290.48,1295.74,340203448.0,998.14,1015.41,998.14,1003.86,804944444.0,19.59,19.59,19.59,19.59
2003-07-15,0.18802,0.188937,0.177465,0.179303,1246799622,1309.69,1311.1,1285.56,1294.47,330281034.0,1003.86,1009.61,996.67,1000.42,843666667.0,19.55,19.55,19.55,19.55
2003-07-16,0.179303,0.183445,0.172643,0.177016,960417855,1305.76,1306.52,1277.46,1291.99,331131034.0,1000.42,1003.47,989.3,994.09,923333333.0,19.76,19.76,19.76,19.76
2003-07-17,0.171734,0.173801,0.165763,0.168058,930937150,1274.73,1279.82,1249.59,1255.94,329772414.0,994.0,994.0,978.6,981.73,923000000.0,20.22,20.22,20.22,20.22
2003-07-18,0.164844,0.165303,0.156356,0.162548,1397860394,1265.0,1267.69,1244.11,1259.91,276360345.0,981.73,994.25,981.71,993.32,758444444.0,19.11,19.11,19.11,19.11
2003-07-21,0.163476,0.163935,0.156127,0.16004,1074153712,1256.12,1256.45,1232.16,1240.78,251605172.0,993.32,993.32,975.63,978.8,696777778.0,19.78,19.78,19.78,19.78
2003-07-22,0.161869,0.165763,0.161869,0.162788,634619546,1252.99,1265.4,1242.17,1257.63,301675862.0,978.8,990.29,976.08,988.11,799833333.0,19.17,19.17,19.17,19.17
2003-07-23,0.162548,0.165763,0.157736,0.164844,660041692,1262.59,1270.44,1246.89,1268.52,316375862.0,988.11,989.86,979.79,988.61,757055556.0,18.64,18.64,18.64,18.64
2003-07-24,0.167828,0.168988,0.157046,0.158423,1217471956,1282.13,1287.45,1252.12,1253.76,327800000.0,988.61,998.89,981.07,981.6,866111111.0,18.6,18.6,18.6,18.6
2003-07-25,0.158643,0.161869,0.152922,0.16096,1092642956,1252.62,1278.31,1237.75,1278.31,273789655.0,981.6,998.71,977.49,998.68,776388889.0,17.75,17.75,17.75,17.75
2003-07-28,0.162318,0.162548,0.155218,0.155898,767355349,1281.5,1285.86,1272.01,1280.53,264796552.0,998.68,1000.68,993.59,996.52,738111111.0,18.36,18.36,18.36,18.36
2003-07-29,0.141928,0.154069,0.140328,0.145833,3047341001,1284.24,1287.84,1257.13,1275.17,293758621.0,996.52,998.64,984.15,989.28,838277778.0,18.67,18.67,18.67,18.67
2003-07-30,0.145133,0.14697,0.143305,0.144223,860005032,1276.58,1277.19,1261.68,1263.78,260993103.0,989.28,992.62,985.96,987.49,773277778.0,18.85,18.85,18.85,18.85
2003-07-31,0.14743,0.149717,0.144443,0.145833,978715123,1278.29,1298.81,1269.89,1276.94,320425862.0,987.49,1004.59,987.49,990.31,893333333.0,19.49,19.49,19.49,19.49
2003-08-01,0.146063,0.152004,0.144443,0.150625,837182280,1274.61,1276.99,1260.09,1264.34,255868966.0,990.31,990.31,978.86,980.15,772555556.0,20.75,20.75,20.75,20.75
2003-08-04,0.150625,0.159113,0.149717,0.156356,1557976901,1263.62,1277.07,1240.67,1267.38,271277586.0,980.15,985.75,966.79,982.82,732611111.0,21.27,21.27,21.27,21.27
2003-08-05,0.156356,0.164165,0.154528,0.155898,1159653580,1263.79,1263.83,1226.82,1229.72,300582759.0,982.82,982.82,964.97,965.46,750944444.0,22.68,22.68,22.68,22.68
2003-08-06,0.153829,0.155898,0.145833,0.149489,1117706788,1221.99,1237.14,1211.27,1215.13,321081034.0,965.46,975.74,960.84,967.08,828333333.0,21.5,21.5,21.5,21.5
2003-08-07,0.149259,0.151325,0.145593,0.14743,1139276804,1214.89,1225.29,1208.74,1217.17,282420690.0,967.08,974.89,963.82,974.12,771833333.0,20.26,20.26,20.26,20.26
2003-08-08,0.126561,0.12702,0.116705,0.118554,4110266611,1223.66,1227.42,1204.29,1207.28,230401724.0,974.12,980.57,973.83,977.59,603666667.0,19.59,19.59,19.59,19.59
2003-08-11,0.120381,0.126561,0.119681,0.124964,1831469430,1209.35,1230.26,1208.33,1223.14,207548276.0,977.59,985.46,974.21,980.59,567888889.0,19.75,19.75,19.75,19.75
2003-08-12,0.126791,0.127709,0.124494,0.127479,833215719,1227.5,1241.62,1220.12,1240.7,229282759.0,980.59,990.41,979.9,990.35,629055556.0,17.94,17.94,17.94,17.94
2003-08-13,0.127938,0.130226,0.124724,0.128168,755648472,1247.56,1249.14,1233.8,1240.37,249862069.0,990.35,992.5,980.85,984.03,671555556.0,18.77,18.77,18.77,18.77
2003-08-14,0.124034,0.125873,0.122428,0.123804,1668146354,1241.17,1254.0,1235.05,1251.9,226132759.0,984.03,991.91,980.36,990.51,659333333.0,18.47,18.47,18.47,18.47
2003-08-15,0.123115,0.124264,0.122218,0.123345,237398779,1250.45,1257.46,1246.32,1253.63,121370690.0,990.51,992.39,987.1,990.67,353538889.0,18.27,18.27,18.27,18.27
2003-08-18,0.125413,0.12702,0.123115,0.12702,782511496,1258.18,1284.88,1256.9,1284.81,254536207.0,990.67,1000.35,990.67,999.74,626444444.0,18.18,18.18,18.18,18.18
2003-08-19,0.129996,0.137567,0.129777,0.136887,1530845638,1291.37,1301.31,1281.71,1299.69,297308621.0,999.74,1003.3,995.3,1002.35,722555556.0,17.86,17.86,17.86,17.86
2003-08-20,0.136887,0.137357,0.131843,0.134818,951387527,1289.43,1307.45,1288.75,1299.73,259786207.0,1002.35,1003.54,996.62,1000.3,672666667.0,17.82,17.82,17.82,17.82
2003-08-21,0.138036,0.13986,0.135968,0.138504,708554129,1309.57,1319.88,1299.02,1314.65,296977586.0,1000.3,1009.53,999.33,1003.27,781722222.0,17.84,17.84,17.84,17.84
2003-08-22,0.14697,0.14881,0.139412,0.13964,1092977685,1338.19,1342.64,1304.51,1304.54,294000000.0,1003.27,1011.01,992.62,993.06,727166667.0,18.55,18.55,18.55,18.55
2003-08-25,0.142158,0.142158,0.137567,0.138723,474597710,1302.5,1307.85,1295.82,1306.64,192731034.0,993.06,993.71,987.91,993.71,539833333.0,19.53,19.53,19.53,19.53
2003-08-26,0.137127,0.139183,0.132752,0.136667,838476068,1298.23,1309.83,1280.59,1309.05,238424138.0,993.71,997.93,983.57,996.73,654833333.0,19.49,19.49,19.49,19.49
2003-08-27,0.137567,0.142158,0.135968,0.140558,621145106,1305.98,1320.02,1303.15,1318.93,232712069.0,996.73,998.05,993.33,996.79,584111111.0,19.13,19.13,19.13,19.13
2003-08-28,0.142158,0.142846,0.135508,0.137127,903164041,1323.21,1332.47,1308.98,1332.33,252846552.0,996.79,1004.12,991.42,1002.84,647333333.0,18.48,18.48,18.48,18.48
2003-08-29,0.136887,0.139412,0.136197,0.138963,581040949,1328.49,1344.74,1327.93,1341.2,207962069.0,1002.84,1008.85,999.52,1008.01,525055556.0,18.63,18.63,18.63,18.63
2003-09-02,0.141248,0.142606,0.136887,0.137567,774731281,1347.64,1361.09,1333.29,1361.09,305824138.0,1008.01,1022.59,1005.73,1021.99,816944444.0,19.02,19.02,19.02,19.02
2003-09-03,0.13964,0.140098,0.134361,0.135048,927123958,1370.35,1375.3,1354.72,1360.19,402262069.0,1021.99,1029.34,1021.99,1026.27,930888889.0,19.44,19.44,19.44,19.44
2003-09-04,0.135508,0.139412,0.13459,0.136197,815106862,1360.22,1376.06,1356.23,1373.26,325272414.0,1026.27,1029.17,1022.19,1027.97,807722222.0,18.71,18.71,18.71,18.71
2003-09-05,0.136427,0.146063,0.134818,0.142846,1307066136,1366.29,1380.24,1355.02,1361.9,336558621.0,1027.97,1029.21,1018.19,1021.39,814000000.0,18.17,18.17,18.17,18.17
2003-09-08,0.145133,0.151105,0.143305,0.149259,1646710719,1366.55,1387.45,1365.09,1386.73,350506897.0,1021.39,1032.41,1021.39,1031.64,721833333.0,18.26,18.26,18.26,18.26
2003-09-09,0.149259,0.163935,0.143305,0.158423,2714576952,1380.13,1382.11,1364.94,1370.56,382786207.0,1031.64,1031.64,1021.14,1023.17,786000000.0,18.85,18.85,18.85,18.85
2003-09-10,0.154069,0.158194,0.14651,0.14765,1505543531,1357.8,1362.84,1332.28,1332.28,345103448.0,1023.17,1023.17,1009.74,1010.92,878944444.0,20.01,20.01,20.01,20.01
2003-09-11,0.149717,0.154069,0.13986,0.145833,2849037044,1339.88,1358.02,1327.92,1350.8,301387931.0,1010.92,1020.88,1010.92,1016.42,742166667.0,19.25,19.25,19.25,19.25
2003-09-12,0.144443,0.151105,0.142846,0.14788,1267559670,1340.78,1357.63,1330.31,1357.63,295477586.0,1016.42,1019.65,1007.71,1018.63,687055556.0,18.68,18.68,18.68,18.68
2003-09-15,0.149029,0.149947,0.144903,0.145373,649912317,1359.97,1363.48,1345.94,1347.77,252405172.0,1018.63,1019.79,1013.59,1014.81,639611111.0,19.28,19.28,19.28,19.28
2003-09-16,0.145833,0.150405,0.145833,0.149947,677457386,1348.75,1383.48,1348.75,1382.82,308408621.0,1014.81,1029.66,1014.81,1029.32,779555556.0,18.03,18.03,18.03,18.03
2003-09-17,0.150865,0.154528,0.149717,0.151784,985725069,1379.37,1388.18,1369.76,1376.8,328241379.0,1029.32,1031.34,1024.53,1025.97,743450000.0,18.15,18.15,18.15,18.15
2003-09-18,0.150865,0.152922,0.149259,0.152922,658023214,1374.56,1401.64,1368.61,1400.13,346725862.0,1025.97,1040.16,1025.75,1039.58,832666667.0,17.57,17.57,17.57,17.57
2003-09-19,0.154528,0.155668,0.150166,0.151555,706655009,1406.61,1406.61,1383.24,1392.26,325000000.0,1039.58,1040.29,1031.89,1036.3,843666667.0,17.54,17.54,17.54,17.54
2003-09-22,0.14857,0.149029,0.144443,0.145593,802578391,1371.18,1374.9,1358.6,1366.32,296565517.0,1036.3,1036.3,1018.3,1022.82,710444444.0,19.08,20.03,19.03,19.65
2003-09-23,0.145833,0.14788,0.143995,0.14697,686075289,1367.91,1388.67,1364.67,1388.15,322206897.0,1022.82,1030.12,1021.54,1029.03,723166667.0,19.91,19.97,19.31,19.47
2003-09-24,0.143995,0.145133,0.135748,0.135968,1745299713,1388.54,1388.54,1339.61,1339.64,380684483.0,1029.03,1029.83,1008.93,1009.38,864444444.0,19.53,21.26,19.44,21.22
2003-09-25,0.136887,0.139412,0.133451,0.133901,803455828,1344.63,1357.99,1325.69,1325.75,350527586.0,1009.38,1015.97,1003.26,1003.27,850000000.0,21.11,22.27,21.04,22.26
2003-09-26,0.133451,0.133901,0.12702,0.128868,976793609,1323.87,1333.98,1309.2,1309.31,317505172.0,1003.27,1003.45,996.08,996.85,818055556.0,22.28,22.73,21.85,22.23
2003-09-29,0.122428,0.126791,0.119921,0.121988,2120845139,1318.33,1335.56,1306.11,1335.51,287401724.0,996.85,1006.89,995.31,1006.58,759166667.0,22.85,22.85,21.64,21.67
2003-09-30,0.120828,0.126112,0.120381,0.121988,1113129016,1323.95,1325.41,1302.26,1303.7,321420690.0,1006.58,1006.58,990.36,995.97,883611111.0,22.04,23.26,22.03,22.72
2003-10-01,0.122218,0.124494,0.121988,0.123115,956479686,1312.43,1336.13,1306.33,1335.34,314093103.0,995.97,1018.22,995.97,1018.22,870166667.0,22.81,22.82,20.99,21.07
2003-10-02,0.122218,0.126791,0.121988,0.124964,935134436,1332.16,1343.52,1325.93,1337.1,276567241.0,1018.22,1021.87,1013.38,1020.24,705166667.0,21.23,21.44,20.71,20.8
2003-10-03,0.128398,0.131383,0.126112,0.128168,940770935,1363.1,1385.79,1363.1,1375.32,347341379.0,1020.24,1039.31,1020.24,1029.85,872500000.0,19.94,20.09,18.95,19.5
2003-10-06,0.128398,0.129777,0.126112,0.12726,411108403,1378.2,1384.11,1370.45,1381.7,237208621.0,1029.85,1036.48,1029.15,1034.35,569888889.0,20.69,20.69,19.45,19.51
2003-10-07,0.12726,0.128398,0.125413,0.128398,556964279,1372.09,1392.65,1368.13,1392.56,317289655.0,1034.35,1039.25,1026.27,1039.25,710833333.0,20.11,20.14,19.4,19.41
2003-10-08,0.128398,0.129547,0.123115,0.123804,806423431,1398.46,1398.99,1376.4,1382.4,310667241.0,1039.25,1040.06,1030.96,1033.78,701388889.0,19.31,19.61,19.08,19.18
2003-10-09,0.126112,0.130455,0.124724,0.125643,929427851,1404.88,1418.09,1386.63,1396.95,359217241.0,1033.78,1048.28,1033.78,1038.73,877055556.0,18.53,19.28,18.26,18.82
2003-10-10,0.127709,0.128868,0.126112,0.127938,451837581,1399.18,1406.27,1393.97,1404.87,252584483.0,1038.73,1040.84,1035.74,1038.06,615611111.0,18.92,18.92,18.42,18.45
2003-10-13,0.129318,0.131843,0.128398,0.129088,474199276,1412.37,1422.28,1405.05,1414.72,258401724.0,1038.06,1048.9,1038.06,1045.35,578055556.0,17.67,17.91,17.42,17.55
2003-10-14,0.127709,0.131843,0.12702,0.131613,680951674,1411.53,1421.0,1406.39,1420.66,302981034.0,1045.35,1049.49,1040.84,1049.48,706611111.0,17.4,17.79,17.2,17.37
2003-10-15,0.132991,0.135508,0.129088,0.129777,768161390,1439.97,1439.97,1409.77,1417.59,347791379.0,1049.48,1053.79,1043.15,1046.76,845055556.0,17.73,17.96,17.1,17.69
2003-10-16,0.129996,0.131843,0.127938,0.131383,487337956,1411.23,1427.61,1411.08,1426.71,304460345.0,1046.76,1052.94,1044.04,1050.07,787611111.0,17.58,18.05,16.86,17.19
2003-10-17,0.130695,0.133231,0.12726,0.12726,501227165,1423.99,1426.38,1392.08,1394.02,301232759.0,1050.07,1051.89,1036.57,1039.32,751111111.0,16.97,17.85,16.97,17.62
2003-10-20,0.127479,0.130226,0.126561,0.130226,510208289,1395.41,1409.31,1388.54,1409.31,265067241.0,1039.32,1044.69,1036.13,1044.68,651444444.0,17.84,18.07,17.04,17.04
2003-10-21,0.132532,0.136667,0.130695,0.134131,829155318,1413.01,1429.2,1405.51,1422.13,299265517.0,1044.68,1048.57,1042.59,1046.03,832222222.0,17.16,17.2,16.19,16.55
2003-10-22,0.132073,0.135048,0.131143,0.131843,677110990,1403.76,1404.05,1385.15,1387.4,295079310.0,1046.03,1046.03,1028.39,1030.36,915111111.0,17.1,17.98,17.1,17.67
2003-10-23,0.131843,0.133681,0.129777,0.131143,492314242,1371.9,1387.01,1369.91,1378.11,333981034.0,1030.36,1035.44,1025.89,1033.77,891277778.0,18.51,18.51,17.48,17.68
2003-10-24,0.129996,0.131843,0.128628,0.130695,487843730,1360.55,1370.67,1346.01,1370.61,337420690.0,1033.77,1033.77,1018.32,1028.91,789055556.0,18.25,18.68,17.67,17.71
2003-10-27,0.130695,0.132991,0.130455,0.131383,277560701,1378.95,1384.91,1369.38,1377.41,261841379.0,1028.91,1037.75,1028.91,1031.13,762111111.0,17.97,18.18,17.74,18.05
2003-10-28,0.133231,0.140558,0.132532,0.13964,1042506309,1385.57,1420.02,1382.88,1420.02,357975862.0,1031.13,1046.79,1031.13,1046.79,905111111.0,17.79,17.89,16.77,16.82
2003-10-29,0.135508,0.141478,0.135508,0.13964,538642214,1414.18,1423.69,1410.51,1419.92,339331034.0,1046.79,1049.83,1043.35,1048.11,868111111.0,16.85,17.02,16.34,16.43
2003-10-30,0.143305,0.143305,0.136887,0.136887,633496473,1437.65,1437.76,1413.57,1417.38,372213793.0,1048.11,1052.81,1043.82,1046.94,905388889.0,18.45,18.45,16.01,16.33
2003-10-31,0.138266,0.139412,0.132991,0.135048,652198634,1423.39,1425.25,1411.76,1416.39,316068966.0,1046.94,1053.09,1046.94,1050.71,832722222.0,16.11,16.18,15.79,16.1
2003-11-03,0.134361,0.140328,0.133901,0.137567,843637550,1423.13,1445.72,1422.32,1443.13,360246552.0,1050.71,1061.44,1050.71,1059.02,765666667.0,16.33,16.7,16.22,16.55
2003-11-04,0.140558,0.141008,0.137127,0.138036,764227387,1434.35,1442.27,1425.26,1429.38,358963793.0,1059.02,1059.02,1051.7,1053.25,787555556.0,16.57,16.78,16.45,16.55
2003-11-05,0.135288,0.140098,0.132991,0.138036,962240171,1428.04,1437.85,1414.37,1429.56,347955172.0,1053.25,1054.54,1044.88,1051.81,778777778.0,16.99,17.32,16.55,16.86
2003-11-06,0.140788,0.141478,0.136427,0.138963,1435539656,1439.22,1443.06,1421.56,1440.08,369281034.0,1051.81,1058.94,1046.93,1058.05,807722222.0,17.0,17.37,16.62,16.74
2003-11-07,0.165533,0.168528,0.162098,0.166222,4682358254,1450.47,1453.46,1436.13,1436.73,337470690.0,1058.05,1062.39,1052.17,1053.21,800277778.0,16.63,16.93,16.5,16.93
2003-11-10,0.166691,0.168988,0.164844,0.165763,1318604090,1435.87,1437.06,1412.14,1414.62,301750000.0,1053.21,1053.65,1045.58,1047.11,690888889.0,17.79,17.88,17.53,17.62
2003-11-11,0.162098,0.164844,0.158643,0.16164,871393795,1412.5,1418.46,1401.45,1409.64,282381034.0,1047.11,1048.23,1043.46,1046.57,645833333.0,18.14,18.53,17.5,17.54
2003-11-12,0.16118,0.164394,0.16026,0.163696,673490044,1414.21,1443.52,1413.84,1443.52,316756897.0,1046.57,1059.1,1046.57,1058.53,749611111.0,17.78,17.85,16.55,16.75
2003-11-13,0.163696,0.166222,0.162788,0.163935,632759705,1434.75,1442.27,1429.22,1439.87,322734483.0,1058.56,1059.62,1052.96,1058.41,768333333.0,17.05,17.12,16.43,16.47
2003-11-14,0.164394,0.164394,0.153609,0.154069,969215716,1438.99,1448.06,1407.4,1407.51,315470690.0,1058.41,1063.65,1048.11,1050.35,753388889.0,16.63,17.0,16.17,16.94
2003-11-17,0.154069,0.154288,0.149717,0.152452,655040479,1399.38,1402.61,1377.9,1393.75,320879310.0,1050.35,1050.35,1035.28,1043.63,763500000.0,18.14,19.36,18.04,18.6
2003-11-18,0.156356,0.158194,0.149717,0.150405,1082493000,1401.46,1405.94,1364.7,1364.7,327363793.0,1043.63,1048.77,1034.0,1034.15,752388889.0,18.09,19.17,17.78,19.11
2003-11-19,0.151325,0.155218,0.150865,0.154528,618825038,1368.47,1382.94,1363.09,1378.9,310001724.0,1034.15,1043.95,1034.15,1042.44,736777778.0,19.14,19.51,18.65,18.8
2003-11-20,0.152004,0.155448,0.149717,0.150405,805628066,1365.73,1394.38,1362.09,1363.49,310189655.0,1042.44,1046.48,1033.42,1033.65,737055556.0,19.09,19.61,18.46,19.48
2003-11-21,0.152243,0.152452,0.14811,0.151105,592992921,1370.63,1375.94,1357.25,1373.32,279584483.0,1033.65,1037.57,1031.2,1035.28,707666667.0,19.1,19.4,18.82,18.98
2003-11-24,0.152452,0.16049,0.151325,0.16004,1025834714,1385.2,1419.31,1385.2,1419.31,308796552.0,1035.28,1052.08,1035.28,1052.08,723777778.0,18.91,18.98,17.19,17.44
2003-11-25,0.16072,0.164165,0.158883,0.162318,897954567,1418.26,1424.35,1411.36,1411.36,316612069.0,1052.08,1058.05,1049.31,1053.89,740944444.0,17.4,17.87,16.4,16.71
2003-11-26,0.162788,0.165993,0.16004,0.163007,468880299,1422.01,1426.28,1400.0,1420.11,262894828.0,1053.89,1058.45,1048.28,1058.45,609833333.0,16.11,17.26,16.02,16.23
2003-11-28,0.163007,0.163476,0.16096,0.162318,224762507,1417.41,1426.76,1416.21,1424.25,121344828.0,1058.45,1060.63,1056.77,1058.2,270677778.0,16.51,16.62,16.16,16.32
2003-12-01,0.164165,0.165763,0.162098,0.164614,574592830,1434.1,1447.08,1427.12,1447.08,317244828.0,1058.2,1070.47,1058.2,1070.12,763888889.0,16.74,17.0,16.17,16.77
2003-12-02,0.163476,0.16713,0.162788,0.163935,626664100,1441.71,1447.84,1431.32,1431.89,310820690.0,1070.12,1071.22,1065.22,1066.62,768444444.0,16.89,16.89,16.17,16.27
2003-12-03,0.164394,0.169676,0.161869,0.162098,773647386,1440.37,1452.03,1419.77,1419.77,386481034.0,1066.62,1074.3,1064.63,1064.73,800944444.0,16.08,16.68,15.77,16.63
2003-12-04,0.162788,0.165533,0.157496,0.16141,569433832,1424.65,1434.28,1411.13,1432.38,364522414.0,1064.73,1070.37,1063.15,1069.72,812833333.0,16.48,16.83,16.29,16.3
2003-12-05,0.157496,0.162098,0.154758,0.156127,610436156,1415.78,1429.19,1405.55,1406.91,287227586.0,1069.72,1069.72,1060.09,1061.5,703277778.0,16.76,17.32,16.5,17.09
2003-12-08,0.156127,0.158883,0.154758,0.157276,372893393,1406.02,1419.11,1399.41,1418.05,273056897.0,1061.5,1069.59,1060.93,1069.3,677166667.0,17.55,17.59,16.52,16.54
2003-12-09,0.157046,0.158423,0.149029,0.149029,652216300,1423.75,1425.01,1383.0,1383.66,312677586.0,1069.3,1071.94,1059.16,1060.18,814166667.0,16.63,17.8,16.56,17.63
2003-12-10,0.149029,0.153151,0.149029,0.152243,620028051,1387.25,1394.69,1372.87,1388.96,335570690.0,1060.18,1063.02,1053.41,1059.05,802222222.0,17.66,18.27,17.58,17.87
2003-12-11,0.152243,0.162098,0.152004,0.16004,757651357,1388.88,1422.49,1387.47,1416.96,311646552.0,1059.05,1073.63,1059.05,1071.21,800611111.0,17.95,17.95,16.51,16.73
2003-12-12,0.162318,0.163236,0.156586,0.159343,764111775,1419.7,1419.7,1404.4,1417.27,251224138.0,1071.21,1074.76,1067.64,1074.14,679500000.0,16.19,16.98,16.09,16.41
2003-12-15,0.163935,0.164165,0.155668,0.156127,679024732,1442.05,1442.65,1396.82,1396.82,313017241.0,1074.14,1082.79,1068.0,1068.04,844888889.0,15.8,17.42,15.79,17.23
2003-12-16,0.155218,0.159113,0.152452,0.158194,656090143,1397.41,1407.38,1384.52,1403.28,312315517.0,1068.04,1075.94,1068.04,1075.13,859944444.0,17.27,17.42,15.9,15.93
2003-12-17,0.156826,0.157496,0.152452,0.155218,544205525,1400.78,1406.23,1390.83,1400.0,258851724.0,1075.13,1076.54,1071.14,1076.48,800944444.0,16.12,16.27,15.52,15.58
2003-12-18,0.155448,0.16026,0.155218,0.158643,476185546,1404.08,1432.64,1404.08,1431.31,295531034.0,1076.48,1089.5,1076.48,1089.18,877722222.0,15.59,16.19,14.66,16.16
2003-12-19,0.162548,0.165073,0.159343,0.16096,999809429,1434.93,1434.93,1416.21,1426.17,318029310.0,1089.18,1091.06,1084.19,1088.66,920722222.0,16.66,16.81,15.71,16.42
2003-12-22,0.158643,0.16164,0.157046,0.16118,404722757,1422.79,1433.71,1419.82,1431.71,221308621.0,1088.66,1092.94,1086.14,1092.94,695388889.0,17.06,17.31,16.63,16.94
2003-12-23,0.16072,0.169437,0.16049,0.167828,788279041,1431.64,1448.19,1430.04,1448.17,227758621.0,1092.94,1096.95,1091.73,1096.02,636277778.0,17.32,17.4,16.29,16.49
2003-12-24,0.168288,0.168288,0.166222,0.166691,229894045,1442.58,1447.57,1439.71,1443.19,110798276.0,1096.02,1096.4,1092.73,1094.04,287811111.0,16.65,16.77,16.24,16.66
2003-12-26,0.167828,0.17472,0.16713,0.173801,396838517,1444.41,1451.21,1442.29,1443.86,91518966.0,1094.04,1098.47,1094.04,1095.89,197816667.0,16.76,17.49,16.63,17.45
2003-12-29,0.177016,0.181827,0.176328,0.18114,824984913,1447.62,1470.37,1447.62,1470.37,243656897.0,1095.89,1109.48,1095.89,1109.48,588222222.0,17.81,17.86,17.07,17.09
2003-12-30,0.179303,0.185045,0.179073,0.181598,600613508,1467.74,1470.38,1460.67,1470.01,266253448.0,1109.48,1109.75,1106.41,1109.64,562555556.0,17.32,17.97,17.2,17.68
2003-12-31,0.181369,0.182276,0.17448,0.177235,542199896,1471.56,1474.24,1459.06,1467.92,306156897.0,1109.64,1112.56,1106.21,1111.92,570833333.0,17.49,18.86,17.41,18.31
2004-01-02,0.180221,0.182516,0.176328,0.176328,475832380,1474.16,1479.59,1458.51,1463.57,287375862.0,1111.92,1118.85,1105.08,1108.48,640666667.0,17.96,18.68,17.54,18.22
2004-01-05,0.179073,0.183445,0.177465,0.182056,627265086,1474.55,1496.58,1474.19,1496.58,407398276.0,1108.48,1122.22,1108.48,1122.22,876777778.0,18.45,18.49,17.44,17.49
2004-01-06,0.181598,0.192153,0.180681,0.189626,1192134846,1492.41,1504.47,1486.59,1501.26,391934483.0,1122.22,1124.46,1118.44,1123.67,830277778.0,17.66,17.67,16.19,16.73
2004-01-07,0.187331,0.192153,0.186183,0.191235,733470381,1498.38,1514.45,1491.2,1514.26,395565517.0,1123.67,1126.33,1116.45,1126.33,947166667.0,16.72,16.75,15.5,15.5
2004-01-08,0.19353,0.19444,0.190085,0.191923,472807722,1524.06,1530.65,1513.34,1530.65,462750000.0,1126.33,1131.92,1124.91,1131.92,1038000000.0,15.42,15.68,15.32,15.61
2004-01-09,0.190545,0.196967,0.189167,0.19467,835843996,1516.59,1541.84,1512.86,1520.46,428062069.0,1131.92,1131.92,1120.9,1121.86,955944444.0,16.15,16.88,15.57,16.75
2004-01-12,0.19537,0.197415,0.19353,0.196967,590952500,1524.54,1540.1,1515.86,1539.77,393794828.0,1121.86,1127.85,1120.9,1127.23,839000000.0,17.32,17.46,16.79,16.82
2004-01-13,0.19583,0.197885,0.184585,0.186651,944028019,1540.35,1541.83,1513.21,1524.78,411327586.0,1127.23,1129.07,1115.19,1121.22,886611111.0,16.6,18.33,16.53,18.04
2004-01-14,0.18802,0.190315,0.183665,0.185265,594102515,1531.93,1536.84,1521.91,1534.08,362063793.0,1121.22,1130.75,1121.22,1130.52,841444444.0,17.29,17.3,16.4,16.75
2004-01-15,0.183895,0.187111,0.180681,0.185733,664247660,1524.73,1545.65,1515.06,1532.01,385446552.0,1130.52,1137.11,1124.54,1132.05,941666667.0,17.07,17.31,15.49,15.56
2004-01-16,0.18802,0.190085,0.185733,0.188478,492540279,1545.32,1553.64,1537.17,1553.62,450756897.0,1132.05,1139.83,1132.05,1139.83,956166667.0,15.4,15.44,14.9,15.0
2004-01-20,0.190775,0.19399,0.188708,0.19375,531871874,1558.89,1559.47,1541.34,1552.87,443825862.0,1139.83,1142.93,1135.4,1138.77,943444444.0,15.77,16.13,15.09,15.21
2004-01-21,0.192153,0.192843,0.184585,0.184805,539132194,1545.53,1554.89,1529.4,1546.6,417562069.0,1138.77,1149.21,1134.62,1147.62,976444444.0,15.63,15.63,14.24,14.34
2004-01-22,0.185265,0.188708,0.178384,0.180451,660456000,1550.98,1556.06,1530.42,1530.42,405753448.0,1147.62,1150.51,1143.01,1143.94,940944444.0,14.2,14.87,14.01,14.71
