Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Volume_NVDA,Open_NDX,High_NDX,Low_NDX,Close_NDX,Volume_NDX,Open_SPX,High_SPX,Low_SPX,Close_SPX,Volume_SPX,Open_VIX,High_VIX,Low_VIX,Close_VIX,SMA_20_NVDA,SMA_50_NVDA,RSI_NVDA
2007-03-08,0.461979,0.476209,0.461531,0.471147,839695616,1753.6,1757.52,1741.47,1746.43,343087931.0,1391.88,1407.93,1391.88,1401.89,1674916667.0,14.34,14.7,13.48,14.29,0.48892495,0.50493226,44.9082025156312
2007-03-09,0.476939,0.483089,0.461061,0.466355,604519980,1759.54,1760.96,1734.35,1744.74,323284483.0,1401.89,1410.15,1397.3,1402.84,1457250000.0,13.7,14.62,13.67,14.09,0.48596734999999996,0.50293786,43.51275101310109
2007-03-12,0.461061,0.470188,0.460403,0.463577,466773119,1742.98,1758.49,1742.05,1756.42,282410345.0,1402.8,1409.34,1398.4,1406.6,1480000000.0,14.96,14.96,13.76,13.99,0.48418995000000004,0.5008919000000001,42.68469189909868
2007-03-13,0.457707,0.461531,0.443707,0.444207,672550774,1747.31,1756.22,1722.48,1722.48,385344828.0,1406.23,1406.23,1377.71,1377.95,1936427778.0,14.87,18.42,14.6,18.13,0.4808904500000001,0.4983071399999999,37.34776257125348
2007-03-14,0.443707,0.447772,0.42851,0.441781,1059370191,1724.65,1743.15,1711.28,1743.15,388901724.0,1377.86,1388.09,1363.98,1387.17,2087972222.0,17.63,21.25,16.75,17.27,0.4769922999999999,0.49575678,36.72836884626565
2007-03-15,0.439582,0.444875,0.430837,0.437468,715175447,1743.48,1749.58,1737.04,1744.87,291453448.0,1387.11,1395.73,1385.16,1392.28,1567722222.0,16.91,16.91,15.27,16.43,0.47321595,0.49319304,35.59804798977352
2007-03-16,0.437728,0.438645,0.430358,0.433452,573145713,1743.58,1750.39,1733.58,1742.23,350284483.0,1392.28,1397.51,1383.63,1386.95,1885355556.0,15.38,17.71,15.29,16.79,0.469091,0.49083392,34.532371383353635
2007-03-19,0.43585,0.44251,0.434002,0.435372,503382848,1752.18,1764.37,1747.05,1758.23,284650000.0,1386.95,1403.2,1386.95,1402.06,1542877778.0,15.82,15.82,14.58,14.59,0.46585540000000003,0.48856394000000003,35.526117128052405
2007-03-20,0.434002,0.444207,0.431776,0.433452,715989039,1759.49,1772.74,1757.93,1767.25,303782759.0,1402.04,1411.53,1400.7,1410.94,1553300000.0,15.01,15.16,13.25,13.27,0.46229765,0.4869419,34.95471853759908
2007-03-21,0.451027,0.465177,0.44225,0.458166,1516273962,1774.51,1806.35,1763.54,1806.35,372196552.0,1410.92,1437.77,1409.75,1435.04,1769316667.0,13.27,13.67,11.21,12.19,0.460351,0.48573692,46.813037035931785
2007-03-22,0.458566,0.470887,0.456599,0.468122,889442262,1806.76,1807.43,1793.38,1799.75,325394828.0,1435.04,1437.66,1429.88,1434.54,1738872222.0,12.29,12.95,12.04,12.93,0.4587419,0.48493334,50.71138380027556
2007-03-23,0.464757,0.472964,0.459733,0.462877,572173915,1800.18,1804.63,1792.74,1794.04,281805172.0,1434.54,1438.89,1433.21,1436.11,1455011111.0,13.13,13.18,12.46,12.95,0.45692950000000004,0.48352324,48.6868177379637
2007-03-26,0.463357,0.467693,0.455681,0.463827,487241342,1796.01,1802.95,1774.96,1802.95,313425862.0,1436.11,1437.65,1423.28,1437.5,1530366667.0,13.39,14.7,12.91,13.11,0.45555545000000003,0.48217403999999997,49.083323347985036
2007-03-27,0.46176,0.463827,0.454754,0.455202,511209812,1798.14,1798.89,1787.98,1789.93,294493103.0,1437.49,1437.49,1425.54,1428.61,1485022222.0,13.56,13.9,13.4,13.48,0.4544811,0.48050573999999996,45.63551198560897
2007-03-28,0.451485,0.455202,0.445744,0.446424,506151664,1781.66,1789.65,1770.54,1770.54,322122414.0,1428.35,1428.35,1414.07,1417.23,1666911111.0,14.28,15.51,14.22,14.98,0.45311019999999996,0.47864348,42.37322466601238
2007-03-29,0.453354,0.453784,0.431537,0.438645,783407010,1783.43,1783.48,1753.43,1771.72,332081034.0,1417.17,1426.24,1413.27,1422.53,1585950000.0,14.98,16.05,14.34,15.14,0.45164784999999996,0.47685534,39.6670136079989
2007-03-30,0.444625,0.447772,0.437728,0.439952,633711713,1772.86,1783.33,1758.1,1772.36,344577586.0,1422.52,1429.22,1408.9,1420.86,1613311111.0,15.14,15.82,14.14,14.64,0.45088534999999996,0.47596464,40.35625531683344
2007-04-02,0.437728,0.44251,0.432254,0.439582,437038236,1775.92,1779.3,1761.65,1773.33,307615517.0,1420.83,1425.49,1416.37,1424.55,1597711111.0,14.91,15.46,14.4,14.53,0.45088534999999996,0.47501264,40.216190686613864
2007-04-03,0.439582,0.444376,0.433652,0.437728,516528148,1782.5,1801.9,1781.89,1796.31,333108621.0,1424.27,1440.57,1424.27,1437.77,1623200000.0,14.02,14.53,12.81,13.46,0.44948799999999994,0.47402355999999995,39.47683630997909
2007-04-04,0.437248,0.440632,0.43563,0.436769,394374736,1797.28,1804.54,1795.0,1801.74,333327586.0,1437.75,1440.16,1435.08,1439.37,1453511111.0,13.82,13.91,13.2,13.24,0.44870525000000006,0.47301069999999995,39.076649658285994
2007-04-05,0.438894,0.472744,0.438645,0.472315,1453342187,1801.1,1812.93,1798.53,1812.93,265137931.0,1438.94,1444.88,1436.67,1443.76,1309572222.0,13.57,13.66,12.69,13.23,0.44876364999999996,0.47240617999999995,56.62730905791763
2007-04-09,0.472315,0.477629,0.462877,0.463827,698865901,1818.75,1819.04,1805.09,1808.18,295668966.0,1443.77,1448.1,1443.28,1444.61,1305227778.0,13.26,13.56,12.89,13.14,0.44863725,0.47198397999999997,52.721619506306425
2007-04-10,0.463127,0.468352,0.458166,0.459063,865984593,1807.06,1816.93,1806.91,1816.93,316298276.0,1444.58,1448.73,1443.99,1448.39,1394505556.0,13.33,13.33,12.56,12.68,0.44841155,0.4715461999999999,50.611663161282884
2007-04-11,0.460163,0.464497,0.44919,0.450807,883346928,1815.38,1815.73,1793.25,1798.09,337581034.0,1448.23,1448.39,1436.15,1438.87,1638994444.0,12.72,14.08,12.68,13.49,0.44874154999999993,0.47133632,47.09416074799196
2007-04-12,0.447772,0.464977,0.445544,0.463577,810832682,1795.15,1814.68,1788.4,1813.49,328534483.0,1438.87,1448.02,1433.91,1447.8,1539205556.0,13.65,14.15,12.58,12.71,0.44983135,0.4712041,52.58348995625024
2007-04-13,0.461979,0.468352,0.456599,0.467473,696428478,1811.66,1818.42,1801.89,1816.85,316262069.0,1447.8,1453.11,1444.15,1452.85,1494455556.0,12.67,13.0,12.13,12.2,0.45133159999999994,0.47118652,54.14663617620966
2007-04-16,0.468122,0.469749,0.459063,0.464977,732664470,1823.68,1835.68,1823.68,1833.96,306794828.0,1452.84,1468.62,1452.84,1468.33,1594522222.0,11.86,12.1,11.46,11.98,0.45290785,0.47099981999999996,52.942475123503996
2007-04-17,0.47554,0.487652,0.467073,0.469269,1154807208,1835.67,1838.1,1829.11,1834.91,327744828.0,1468.47,1474.35,1467.15,1471.48,1622538889.0,11.7,12.17,11.5,12.14,0.45460269999999997,0.47064996000000003,54.8037697472769
2007-04-18,0.466575,0.479354,0.466125,0.47528,745532487,1828.76,1839.31,1823.29,1832.39,352889655.0,1471.47,1476.57,1466.41,1472.5,1650738889.0,12.48,12.57,11.95,12.42,0.4566941,0.47026013999999994,57.348225178551445
2007-04-19,0.471387,0.484487,0.469969,0.481661,619385373,1823.2,1840.28,1819.31,1832.47,364296552.0,1472.48,1474.23,1464.47,1470.73,1618672222.0,13.16,13.27,12.41,12.54,0.45786885,0.46964282,59.92732231334152
2007-04-20,0.488611,0.48905,0.480952,0.487412,644475925,1848.68,1856.43,1838.77,1845.89,359356897.0,1470.69,1484.74,1470.69,1484.35,1849966667.0,12.03,12.67,11.97,12.07,0.45883335000000003,0.46874236,62.148836695050875
2007-04-23,0.485136,0.486054,0.478078,0.479354,649089791,1848.49,1854.75,1844.8,1850.18,332505172.0,1484.33,1487.32,1480.19,1480.93,1430566667.0,12.6,13.08,12.07,13.04,0.4596572,0.46781930000000005,57.35135804333335
2007-04-24,0.487652,0.501892,0.484487,0.497537,1120983031,1856.31,1863.76,1844.05,1858.87,382863793.0,1480.93,1483.82,1473.74,1480.41,1733194444.0,13.12,13.89,13.04,13.12,0.4613427,0.46778754,64.08798867010563
2007-04-25,0.497537,0.50878,0.494522,0.506004,555593526,1865.77,1883.58,1859.06,1881.33,455882759.0,1480.28,1496.59,1480.28,1495.42,1806994444.0,12.74,13.23,12.58,13.21,0.46388280000000004,0.46770367999999996,66.72383170997955
2007-04-26,0.506004,0.51615,0.501442,0.512297,545251704,1889.58,1896.77,1884.26,1889.56,414843103.0,1495.27,1498.02,1491.17,1494.25,1784333333.0,13.16,13.67,12.67,12.79,0.46717645,0.46755473999999997,68.57026407151068
2007-04-27,0.510657,0.51637,0.497318,0.505566,604119302,1886.31,1894.97,1883.36,1891.06,358303448.0,1494.21,1497.32,1488.67,1494.07,1518227778.0,13.12,13.26,12.41,12.45,0.47052250000000007,0.46740616,64.45085147499663
2007-04-30,0.511357,0.518865,0.502541,0.50279,614278883,1891.81,1891.81,1867.75,1867.75,358743103.0,1494.07,1497.16,1482.29,1482.37,1718566667.0,12.9,14.31,12.45,14.22,0.4736644,0.46714293999999995,62.7758446154949
2007-05-01,0.512057,0.515272,0.503937,0.508101,593758392,1872.34,1876.18,1857.33,1873.43,405474138.0,1482.37,1487.27,1476.7,1486.3,1889083333.0,14.1,14.6,13.48,13.51,0.47709035,0.46730328,64.66775552040855
2007-05-02,0.510657,0.512995,0.499604,0.502091,719260014,1874.56,1894.3,1874.39,1889.73,357439655.0,1486.13,1499.1,1486.13,1495.92,1772111111.0,13.52,13.52,12.55,13.08,0.4803085,0.46725296,60.89596799039051
2007-05-03,0.507881,0.515043,0.506004,0.511597,545450220,1892.6,1899.49,1888.74,1895.64,368472414.0,1495.56,1503.34,1495.56,1502.39,1671094444.0,13.01,13.36,12.89,13.09,0.48404990000000003,0.46754292,64.42985818236986
2007-05-04,0.514324,0.517965,0.509478,0.515272,441859471,1902.4,1905.85,1888.4,1895.7,381746552.0,1502.35,1510.34,1501.8,1505.62,1534405556.0,12.91,13.36,12.59,12.91,0.48619775,0.46784228,65.7196538857979
2007-05-07,0.522059,0.528502,0.504387,0.505107,607438118,1896.1,1901.42,1893.97,1895.96,284879310.0,1505.57,1511.0,1505.54,1509.48,1413938889.0,13.34,13.37,12.91,13.15,0.48826175000000005,0.46796192,59.31315070124537
2007-05-08,0.500722,0.510197,0.492206,0.50878,803702726,1890.08,1901.21,1883.01,1899.83,327198276.0,1509.36,1509.36,1500.66,1507.72,1553177778.0,13.48,13.69,13.15,13.21,0.4907476,0.46831136,60.80014224458922
2007-05-09,0.503707,0.514124,0.499354,0.511097,455627349,1891.2,1909.3,1890.16,1905.65,362796552.0,1507.32,1513.8,1503.77,1512.58,1630861111.0,13.43,13.5,12.54,12.88,0.4937621,0.46899952,61.74982308293623
2007-05-10,0.513445,0.519984,0.497318,0.501672,870710857,1896.42,1902.18,1874.24,1875.2,385794828.0,1512.33,1512.33,1491.42,1491.47,1684022222.0,13.31,13.85,12.88,13.6,0.49566685,0.46955612,55.82516603364661
2007-05-11,0.527353,0.542211,0.520683,0.537248,1663657935,1881.54,1899.43,1878.38,1898.79,297508621.0,1491.47,1506.24,1491.47,1505.85,1511544444.0,13.47,13.47,12.63,12.95,0.49915560000000003,0.47094324,68.22002296909316
2007-05-14,0.534932,0.540015,0.526674,0.531736,797676385,1902.1,1906.38,1878.63,1888.08,334732759.0,1505.76,1510.9,1498.34,1503.15,1542294444.0,13.26,14.43,13.01,13.96,0.5024935500000001,0.47247392,65.16900705920472
2007-05-15,0.533133,0.536579,0.525737,0.527153,677506860,1887.59,1898.02,1870.24,1871.79,377200000.0,1503.11,1514.83,1500.43,1501.19,1706122222.0,13.88,14.3,13.27,14.01,0.5053877499999999,0.47422534,62.6597419673289
2007-05-16,0.527573,0.533832,0.517545,0.533832,570388284,1878.52,1891.56,1866.98,1891.56,355353448.0,1500.75,1514.15,1500.75,1514.14,1619638889.0,14.02,14.18,13.47,13.5,0.5083153499999999,0.47558848,64.78762166037595
2007-05-17,0.530317,0.534932,0.521811,0.524778,490121394,1889.17,1892.71,1882.04,1884.68,331877586.0,1514.01,1517.14,1509.29,1512.75,1593688889.0,13.62,13.82,13.25,13.51,0.5104711999999999,0.47703555999999997,59.811741280173294
2007-05-18,0.528951,0.536779,0.524378,0.535382,658464321,1890.88,1898.34,1885.93,1896.93,344298276.0,1512.74,1522.75,1512.74,1522.75,1643916667.0,13.01,13.22,12.69,12.76,0.5128697,0.47832026,63.36098331139855
2007-05-21,0.533832,0.550239,0.531287,0.537029,704119991,1899.6,1919.6,1897.86,1911.16,340382759.0,1522.75,1529.87,1522.71,1525.1,1925200000.0,13.24,13.3,12.7,13.3,0.51575345,0.47973374,63.8943430647234
2007-05-22,0.537478,0.544716,0.528752,0.540015,438033219,1913.51,1921.81,1905.77,1916.45,335163793.0,1525.1,1529.24,1522.05,1524.12,1589166667.0,13.29,13.38,12.7,13.02,0.51787735,0.4812625,64.89218358974833
2007-05-23,0.541991,0.543329,0.523878,0.525507,488683441,1919.45,1925.43,1903.87,1904.41,346734483.0,1524.09,1532.43,1521.9,1522.28,1713477778.0,12.77,13.28,12.55,13.24,0.5188524999999999,0.48288850000000005,56.693871803065676
2007-05-24,0.528052,0.52945,0.504387,0.506503,662719353,1904.18,1911.48,1869.51,1874.6,405318966.0,1522.1,1529.31,1505.18,1507.51,1869738889.0,13.15,14.36,12.92,14.08,0.5185628,0.48418293999999995,48.11827672728499
2007-05-25,0.510197,0.517089,0.50878,0.514554,336760955,1883.41,1892.71,1877.73,1889.25,268913793.0,1507.5,1517.41,1507.5,1515.73,1286805556.0,13.81,13.87,13.23,13.34,0.5190121999999999,0.48572466,51.46754472756737
2007-05-29,0.512527,0.521581,0.510877,0.519984,344817682,1891.06,1904.31,1887.26,1899.79,284655172.0,1515.55,1521.8,1512.02,1518.11,1428772222.0,13.86,13.95,13.31,13.53,0.5198718999999999,0.48745530000000004,53.641255985937356
2007-05-30,0.513924,0.521112,0.507432,0.521112,361612952,1889.28,1918.08,1884.45,1918.08,339508621.0,1517.6,1530.23,1510.06,1530.23,1655672222.0,14.18,14.29,12.82,12.83,0.52052245,0.4891701,54.10115796056532
2007-05-31,0.523438,0.532684,0.522509,0.52945,525083828,1923.56,1931.1,1919.27,1928.18,394284483.0,1530.19,1535.56,1528.26,1530.62,1853072222.0,12.78,13.18,12.62,13.05,0.5218904,0.49109006,57.46056626916994
2007-06-01,0.535382,0.543329,0.532235,0.533133,466635985,1934.74,1940.81,1925.65,1928.26,324143103.0,1530.62,1540.56,1530.62,1536.34,1626122222.0,12.77,13.01,12.43,12.78,0.5229672,0.49258939999999996,58.89181105774003
2007-06-04,0.528252,0.539067,0.526206,0.536081,351097551,1921.95,1935.85,1920.21,1933.73,335727586.0,1536.28,1540.53,1532.31,1539.18,1521627778.0,13.47,13.54,12.78,13.29,0.5240076499999999,0.49394857999999997,60.050440739280084
2007-06-05,0.538118,0.552835,0.536779,0.551867,761705830,1928.65,1932.93,1916.38,1932.35,376346552.0,1539.12,1539.12,1525.62,1530.95,1633027778.0,13.58,14.17,13.29,13.63,0.52634565,0.49572837999999997,65.63580811607127
2007-06-06,0.548212,0.564976,0.545893,0.55593,1036634378,1924.43,1924.51,1908.8,1914.85,373005172.0,1530.57,1530.57,1514.13,1517.38,1646772222.0,14.07,15.06,13.63,14.87,0.52870315,0.49757044,66.91782349038205
2007-06-07,0.553504,0.561713,0.55004,0.55004,863439511,1908.66,1918.81,1882.17,1882.17,468317241.0,1517.36,1517.36,1490.37,1490.72,1965816667.0,15.08,17.09,14.89,17.06,0.5306503,0.4994672,63.234864795738666
2007-06-08,0.545415,0.559446,0.538817,0.558747,581440064,1884.66,1906.79,1876.52,1906.26,328987931.0,1490.71,1507.76,1487.41,1507.67,1663033333.0,16.75,17.06,14.73,14.84,0.53350405,0.50171366,66.19664471424363
2007-06-11,0.558747,0.56406,0.55548,0.560543,474942994,1904.91,1917.43,1900.73,1901.96,278444828.0,1507.64,1515.53,1503.35,1509.12,1402933333.0,15.31,15.47,14.24,14.71,0.5346687999999999,0.5041516199999999,66.79093110794943
2007-06-12,0.557787,0.565655,0.554563,0.554803,574366132,1892.13,1911.14,1887.77,1890.67,352967241.0,1509.12,1511.33,1492.97,1493.0,1697888889.0,15.46,16.7,14.77,16.67,0.53582215,0.50644864,62.9800183777457
2007-06-13,0.558517,0.56835,0.553764,0.568101,640293672,1897.79,1913.87,1892.55,1913.87,359760345.0,1492.65,1515.7,1492.65,1515.67,1709961111.0,16.05,16.1,14.67,14.73,0.53786955,0.50901902,67.59325784600153
2007-06-14,0.565655,0.580382,0.564736,0.578208,554495570,1914.28,1929.59,1913.53,1924.54,333831034.0,1515.58,1526.45,1515.58,1522.97,1563127778.0,14.76,14.82,13.59,13.64,0.54008835,0.51182862,70.59273184964452
2007-06-15,0.584908,0.60924,0.584648,0.604626,1179765333,1943.91,1946.7,1937.99,1942.41,417370690.0,1522.97,1538.71,1522.97,1532.91,1892238889.0,13.01,13.97,12.58,13.94,0.54408075,0.51518576,76.67087064806617
2007-06-18,0.610619,0.612706,0.600086,0.604856,747613969,1947.79,1947.79,1939.27,1944.37,296055172.0,1532.9,1535.44,1529.31,1531.05,1377911111.0,14.42,14.51,13.35,13.42,0.54755445,0.51783658,76.71599243047824
2007-06-19,0.600984,0.61015,0.59681,0.608771,536389186,1939.06,1946.88,1932.75,1941.75,322737931.0,1531.02,1535.85,1525.67,1533.7,1596438889.0,13.78,13.8,12.79,12.85,0.55114155,0.52073546,77.51325774723706
2007-06-20,0.611568,0.614533,0.605096,0.60924,897137540,1945.06,1948.58,1922.06,1922.12,481596552.0,1533.68,1537.32,1512.36,1512.84,1826055556.0,12.77,14.76,12.75,14.67,0.5546028,0.523739,77.61215476494162
2007-06-21,0.621562,0.66235,0.61634,0.65691,1414513552,1922.31,1943.42,1915.77,1941.31,441834483.0,1512.5,1522.9,1504.75,1522.19,1756172222.0,14.8,15.56,14.17,14.21,0.56117295,0.52786106,84.88745876228825
2007-06-22,0.657359,0.670641,0.647314,0.666665,962367731,1936.78,1940.28,1917.52,1921.93,558681034.0,1522.19,1522.19,1500.74,1502.56,2380177778.0,14.45,16.58,14.31,15.75,0.56918105,0.53192282,85.8974189589299
2007-06-25,0.647934,0.663997,0.642193,0.649082,893770001,1924.18,1934.84,1905.02,1912.9,351553448.0,1502.56,1514.29,1492.68,1497.74,1826250000.0,16.5,17.24,15.41,16.65,0.57590745,0.535555,76.03405020074193
2007-06-26,0.647504,0.649302,0.617457,0.619057,946550088,1923.7,1924.42,1901.18,1908.64,362125862.0,1497.68,1506.12,1490.54,1492.89,1888072222.0,16.46,18.89,16.21,18.89,0.5808611,0.5386365999999999,62.77766696114114
2007-06-27,0.619057,0.636431,0.61612,0.635721,668554238,1901.6,1934.03,1899.92,1933.06,348320690.0,1492.62,1506.8,1484.18,1506.34,1887861111.0,18.87,18.98,15.44,15.53,0.58659155,0.5419656399999999,66.2904461752452
2007-06-28,0.636901,0.648604,0.631217,0.641743,651523978,1931.77,1945.12,1930.53,1931.67,331622414.0,1506.32,1514.84,1503.41,1505.71,1670394444.0,15.7,15.71,14.98,15.54,0.5922061999999999,0.5452949,67.48465906234782
2007-06-29,0.646106,0.646336,0.631217,0.631456,562699385,1944.5,1947.0,1920.83,1934.1,373865517.0,1505.7,1517.53,1493.61,1503.35,1758561111.0,15.25,17.13,14.62,16.23,0.59712235,0.5482908,63.355641644838585
2007-07-02,0.640374,0.657839,0.638497,0.657839,614818507,1943.28,1954.24,1939.74,1954.12,319627586.0,1504.66,1519.45,1504.66,1519.43,1471661111.0,16.48,16.48,15.31,15.4,0.6032102500000001,0.55169934,68.65298339477825
2007-07-03,0.657359,0.663997,0.651886,0.658708,260341810,1957.48,1965.2,1953.93,1965.2,187779310.0,1519.12,1526.01,1519.12,1524.87,867105556.0,15.29,15.4,14.85,15.29,0.6085522999999999,0.55528642,68.81290460993459
2007-07-05,0.655781,0.667844,0.655781,0.665826,406934924,1967.74,1983.1,1964.49,1981.06,292160345.0,1524.86,1526.57,1517.72,1525.4,1457194444.0,15.37,15.95,15.17,15.48,0.6140471,0.5586522,70.15594948556044
2007-07-06,0.664897,0.671558,0.663769,0.668992,308004821,1980.78,1989.43,1973.4,1988.31,275363793.0,1524.96,1532.4,1520.47,1530.44,1356400000.0,15.36,15.59,14.67,14.72,0.6199947,0.56191196,70.75912481862001
2007-07-09,0.672517,0.691687,0.671338,0.688542,585275360,1989.76,1992.55,1982.37,1989.2,326758621.0,1530.43,1534.26,1527.45,1531.85,1508516667.0,15.34,15.69,15.03,15.16,0.62648445,0.56543686,74.22353775860387
2007-07-10,0.686716,0.699317,0.677588,0.695123,602510024,1979.13,1989.35,1970.36,1971.89,384368966.0,1531.85,1531.85,1510.01,1510.12,1802377778.0,15.88,17.68,15.83,17.57,0.6332134500000001,0.569228,75.28505896869387
2007-07-11,0.695373,0.699766,0.682682,0.692166,635256485,1968.98,1984.67,1965.61,1984.08,347286207.0,1509.93,1519.34,1506.1,1518.76,1712733333.0,17.69,17.91,16.64,16.64,0.6400816,0.57301552,73.81413901153213
2007-07-12,0.696971,0.706177,0.692166,0.705507,478391173,1992.56,2021.03,1990.89,2021.03,373508621.0,1518.74,1547.92,1518.74,1547.7,1938666667.0,16.39,16.39,14.93,15.54,0.6469519,0.57696364,76.08443572671048
2007-07-13,0.706876,0.711917,0.700444,0.701112,404376251,2018.84,2032.28,2017.28,2032.16,298136207.0,1547.68,1555.1,1544.85,1552.5,1556177778.0,15.39,15.51,14.79,15.15,0.6530971,0.58094406,73.8139976172391
2007-07-16,0.701811,0.716651,0.701581,0.713784,590692974,2030.34,2037.5,2024.3,2028.02,301906897.0,1552.5,1555.9,1546.69,1549.52,1502283333.0,15.57,15.83,15.27,15.59,0.658555,0.5849878,76.03459388189835
2007-07-17,0.716651,0.73118,0.71012,0.71074,701112809,2031.33,2045.97,2030.56,2041.78,372187931.0,1549.52,1555.32,1547.74,1549.37,1670633333.0,15.58,15.78,15.31,15.63,0.6638491999999999,0.58889716,74.40240085207975
2007-07-18,0.700444,0.702711,0.68402,0.697667,600413810,2030.54,2038.64,2019.17,2037.98,389203448.0,1549.2,1549.2,1533.67,1546.17,2005122222.0,16.38,17.06,15.95,16.0,0.668294,0.59274836,67.68265326370077
2007-07-19,0.707764,0.711237,0.691937,0.696971,444181431,2052.31,2060.29,2046.96,2052.99,375431034.0,1546.13,1555.2,1546.13,1553.08,1806361111.0,15.43,15.62,15.06,15.23,0.67268055,0.59651218,67.33397975171538
2007-07-20,0.701581,0.704109,0.686046,0.68944,551335290,2047.14,2048.24,2024.25,2035.88,402744828.0,1553.19,1553.19,1529.2,1534.1,2080988889.0,15.39,18.53,15.36,16.95,0.67430705,0.60007904,63.5208136417947
2007-07-23,0.686976,0.71052,0.685399,0.696292,393044533,2043.81,2045.81,2031.37,2036.33,350703448.0,1534.06,1547.23,1534.06,1541.57,1723722222.0,16.62,17.09,16.39,16.81,0.6757884,0.60397144,65.43856624558765
2007-07-24,0.694473,0.699317,0.673655,0.677787,498872907,2021.52,2037.72,1995.62,2000.55,424701724.0,1541.57,1541.57,1508.62,1511.04,2286572222.0,17.63,19.09,17.48,18.55,0.67722365,0.6067822199999999,56.76003015339993
2007-07-25,0.684249,0.687644,0.659157,0.674772,476715075,2017.56,2020.68,1996.05,2011.14,427974138.0,1511.03,1524.31,1503.73,1518.09,2379555556.0,17.77,19.46,17.38,18.1,0.6800094000000001,0.6096429400000001,55.46926271150078
2007-07-26,0.667594,0.687644,0.658508,0.678006,774222613,1996.93,2012.49,1955.62,1986.6,584851724.0,1518.09,1518.09,1465.3,1482.66,2484750000.0,19.41,23.36,19.3,20.74,0.6821236500000001,0.6126600000000001,56.60909633054148
2007-07-27,0.679406,0.707575,0.67616,0.67639,669830190,1988.85,1997.79,1956.16,1956.18,466429310.0,1482.44,1488.53,1458.95,1458.95,2658138889.0,20.34,24.17,19.6,24.17,0.683856,0.6155111600000001,55.839943625293365
2007-07-30,0.678956,0.696292,0.678706,0.695373,586783868,1961.78,1981.86,1951.36,1973.93,395122414.0,1458.93,1477.88,1454.32,1473.91,2293766667.0,23.64,23.64,20.86,20.87,0.68705185,0.61892306,62.317029495713854
2007-07-31,0.72291,0.732568,0.698617,0.699566,774855516,1992.53,1992.53,1931.99,1932.06,480884483.0,1473.9,1488.3,1454.25,1455.27,2513622222.0,20.08,23.93,19.68,23.52,0.6891382,0.62220674,63.58744528834346
2007-08-01,0.68944,0.706406,0.661872,0.694253,769612833,1929.09,1946.76,1912.1,1945.08,502115517.0,1455.18,1468.38,1439.59,1465.81,2920433333.0,23.71,26.22,23.26,23.67,0.6909154500000001,0.62535122,60.79079468847617
2007-08-02,0.702261,0.702711,0.682002,0.691268,510882284,1950.95,1969.66,1944.37,1966.6,423615517.0,1465.46,1476.43,1460.58,1472.2,2427138889.0,22.94,23.0,21.2,21.22,0.69218755,0.62837628,59.215041922493846
2007-08-03,0.688992,0.694054,0.64998,0.650229,679538548,1963.49,1964.5,1918.56,1918.56,431798276.0,1472.18,1473.23,1432.8,1433.06,2373394444.0,21.52,25.55,21.09,25.16,0.6912494,0.63087072,42.79209951446493
2007-08-06,0.650229,0.660535,0.637398,0.655781,572006746,1931.38,1954.37,1912.68,1954.37,485441379.0,1433.04,1467.67,1427.39,1467.67,2815111111.0,25.32,26.47,22.44,22.6,0.6896113500000001,0.63385628,45.013920456164016
2007-08-07,0.653963,0.677089,0.647065,0.666045,616442057,1943.39,1976.7,1932.05,1961.64,466212069.0,1467.62,1488.3,1455.8,1476.71,2727438889.0,23.33,23.74,21.37,21.56,0.6881574500000001,0.6368861,48.960419583480565
2007-08-08,0.677588,0.71753,0.672937,0.696772,720023291,1974.33,1995.0,1968.34,1987.34,610843103.0,1476.22,1503.89,1476.22,1497.49,3055311111.0,20.97,22.95,19.33,21.45,0.68838775,0.64042186,58.5512980872963
2007-08-09,0.701581,0.724528,0.685596,0.705057,1328030899,1959.97,1990.96,1936.76,1936.76,619560345.0,1497.21,1497.21,1453.09,1453.09,3272000000.0,24.46,26.9,23.84,26.48,0.68836525,0.64410076,60.695897643423066
2007-08-10,0.648184,0.677089,0.632585,0.672517,1243847172,1918.99,1944.54,1896.68,1925.14,552167241.0,1453.09,1462.02,1429.74,1453.64,2969877778.0,28.04,29.84,26.91,28.3,0.6869355,0.6469621,49.79770819721825
2007-08-13,0.675691,0.682422,0.651147,0.665097,763255108,1941.41,1946.75,1931.33,1934.41,371508621.0,1453.42,1466.29,1451.54,1452.92,2053488889.0,28.02,28.02,25.48,26.57,0.68450115,0.64960138,47.69472221344457
2007-08-14,0.669722,0.701581,0.667594,0.690839,1189426490,1938.79,1940.89,1901.31,1901.31,341872414.0,1452.87,1456.74,1426.2,1426.54,2119238889.0,25.56,28.29,25.31,27.68,0.6835061,0.65269654,54.82275699611198
2007-08-15,0.686276,0.696971,0.660704,0.661672,757895691,1897.05,1913.79,1864.2,1864.92,389632759.0,1426.15,1440.78,1404.36,1406.7,2383850000.0,28.22,31.76,26.16,30.67,0.68170635,0.65489264,47.006229298417956
2007-08-16,0.655111,0.659837,0.619057,0.650697,849602880,1850.17,1865.47,1805.66,1846.09,565451724.0,1406.64,1415.97,1370.6,1411.27,3616277778.0,32.68,37.5,30.44,30.83,0.6793926499999999,0.65678798,44.43872019149362
